PUBLICATION_DATE,UID,AA_CENTER_LAT,AA_CENTER_LON,AGGR_ECO3_2015,AGGR_ECO3_NM_2015,AGGR_ECO9_2015,AGGR_ECO9_NM_2015,ANALYSIS_LAT,ANALYSIS_LON,CLASS_DESIGN_FWSST,CLASS_FIELD_FWSST,CLASS_FIELD_HGM,COE_REGION,COE_SUBREG,COUNTY,DATE_COL,DESIGN_ID,ECO_X_ST,ECO_X_WETGRP,EPA_REG,FED_NONFED,FIP,HUC10,HUC10_NAME,LRR_NAME,LRRSYM,MAJ_RIVER_BASIN,MDCATY,MLRA_ID,MLRA_NAME,NEP_AREA,NEP_NAME,NWCA_ECO4,NWCA_WET_GRP,PAD_AREA,PAD_NAME,PAD_OWN_NAME,PAD_OWN_TYPE,PANEL,PH2_WGTCAT,PHYS_REG,REF_NWCA,REFPLUS_NWCA,SANDT_COAST_REG,SANDT_FIELD_GRPS,SANDT_RSTUDY,SITE_ID,SITE_USE,SITESAMP,ST_FIP,STATE,STATE_NAME,STATUS_11,STRATUM,TNT_11,US_L3CODE_2015,US_L3NAME_2015,US_L4CODE_2015,US_L4NAME_2015,USAC_REGION,VALXSITE,VISIT_NO,WGT_11,WGT_PH1_11,WGT_PH2_11,XCOORD,XSTATUS,YCOORD,SAMPLE_TYPE
8/13/2015,5460,29.48416,-90.47137,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,29.4844005,-90.47139143,PEM,E2EM,FLATS,Atlantic and Gulf Coastal Plain,LRR T (MLRA 151),Lafourche,15-Jun-11,NWCA11-1694,E2EM,ALL-EH,6,Non Federal,22057,809030208,Bayou Pointe Au Chien-Frontal Timbalier Bay,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Lower Mississippi,PEM,258,Gulf Coast Marsh,YES,Barataria-Terrebonne National Estuary Program,CPL,EH,YES,Pointe aux Chenes Wildlife Management Area,State Fish and Wildlife,State,OverSamp,LA,17,I,I,Gulf Coast Region,E2EM,Coastal Watersheds,NWCA11-1694,NWCA_PROBABILITY,YES,22,LA,Louisiana,Target_Sampled,LA,Target,73,Mississippi Alluvial Plain,73o,Deltaic Coastal Marshes and Barrier Islands,CSTL_PLAIN,E2EM,1,160663.4528,22.01173,7298.99342,535886.833,POINT_SAMPLEABLE,-879002.607,SITEINFO
8/13/2015,5461,30.15516,-93.58238,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,30.15516758,-93.58239756,PSS,PSS,FLATS,Atlantic and Gulf Coastal Plain,LRR T (MLRA 150A),Calcasieu,17-Jun-11,NWCA11-1701,CPL-PW,CPL-PRLW,6,Non Federal,22019,808020601,Sabine Canal-Bayou Choupique,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Lower Mississippi,PSS,256,Gulf Coast Prairies,NO,,CPL,PRLW,NO,,,,OverSamp,LA,13,M,M,Gulf Coast Region,PW,Coastal Watersheds,NWCA11-1701,NWCA_PROBABILITY,YES,22,LA,Louisiana,Target_Sampled,LA,Target,34,Western Gulf Coastal Plain,34a,Northern Humid Gulf Coastal Prairies,CSTL_PLAIN,PSS,1,50704.01697,24.51339,2068.42143,232551.99,POINT_SAMPLEABLE,-817231.206,SITEINFO
8/13/2015,5489,29.75699176,-90.36213565,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,29.75699176,-90.36213565,PFO,PEM,TIDAL,Atlantic and Gulf Coastal Plain,LRR T (MLRA 151),St. Charles,14-Aug-11,NWCA11-1703,CPL-PH,CPL-PRLH,6,Non Federal,22089,809030103,Bayou Des Allemands-Lake Salvador,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Lower Mississippi,PFO,258,Gulf Coast Marsh,YES,Barataria-Terrebonne National Estuary Program,CPL,PRLH,YES,Salvador Wildlife Management Area,State Fish and Wildlife,State,OverSamp,LA,17,L,MIN,Gulf Coast Region,PH,Coastal Watersheds,NWCA11-1703,NWCA_PROBABILITY,YES,22,LA,Louisiana,Target_Sampled,LA,Target,73,Mississippi Alluvial Plain,73o,Deltaic Coastal Marshes and Barrier Islands,CSTL_PLAIN,E2EM,1,261564.4157,22.01173,11882.9573,544672.694,POINT_SAMPLEABLE,-848209.97,SITEINFO
8/13/2015,5490,45.18187596,-84.06174178,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,45.18187596,-84.06174178,PSS,PSS,FRINGE,Northcentral and Northeast,LRR K,Montmorency,12-Sep-11,NWCA11-1860,EMU-PW,EMU-PRLW,5,Non Federal,26119,407000501,Rainy River,Northern Lake States Forest and Forage Region,K,Great Lakes,PSS,163,Michigan Northern Lower Peninsula Sandy Drift,NO,,EMU,PRLW,YES,Atlanta State Forest Area,State Department of Natural Resources,State,Base,MI,23,I,I,Great Lakes Region,PW,Coastal Watersheds,NWCA11-1860,NWCA_PROBABILITY,YES,26,MI,Michigan,Target_Sampled,MI,Target,50,Northern Lakes and Forests,50ac,Onaway Moraines,NE,PSS,1,252555.2149,164.89885,1531.57656,935050.66,POINT_SAMPLEABLE,917977.689,SITEINFO
8/13/2015,5491,38.23885,-75.80801,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,38.23903386,-75.80804183,E2SS,E2EM,TIDAL,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153D),Somerset,16-Jun-11,NWCA11-1773,E2EM,ALL-EH,3,Non Federal,24039,208011003,Wicomico River,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Mid Atlantic,E2SS,264,Northern Tidewater Area,NO,,CPL,EH,NO,,,,Base,MD,36,I,I,North East Coast Region,E2EM,Coastal Watersheds,NWCA11-1773,NWCA_PROBABILITY,YES,24,MD,Maryland,Target_Sampled,MD,Target,63,Middle Atlantic Coastal Plain,63b,Chesapeake-Pamlico Lowlands and Tidal Marshes,CSTL_PLAIN,E2EM,1,70.00131,9.70271,7.21461,1737488.187,POINT_SAMPLEABLE,268112.395,SITEINFO
8/13/2015,5492,38.45254,-75.98196,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,38.45221899,-75.98236761,PSS,E2EM,TIDAL,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153D),Dorchester,9-Jun-11,NWCA11-1776,E2EM,ALL-EH,3,Non Federal,24019,208011001,Transquaking River,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Mid Atlantic,PSS,264,Northern Tidewater Area,NO,,CPL,EH,NO,,,,Base,MD,13,M,M,North East Coast Region,E2EM,Coastal Watersheds,NWCA11-1776,NWCA_PROBABILITY,YES,24,MD,Maryland,Target_Sampled,MD,Target,63,Middle Atlantic Coastal Plain,63b,Chesapeake-Pamlico Lowlands and Tidal Marshes,CSTL_PLAIN,E2EM,1,20165.49039,129.07161,156.2349,1717715.114,RELOCATED_POINT_SAMPLEABLE,288305.762,SITEINFO
8/13/2015,5493,38.24219291,-75.80924667,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,38.24219291,-75.80924667,E2SS,E2EM,TIDAL,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153D),Somerset,3-Jun-11,NWCA11-1777,E2EM,ALL-EH,3,Non Federal,24039,208011003,Wicomico River,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Mid Atlantic,E2SS,264,Northern Tidewater Area,NO,,CPL,EH,NO,,,,Base,MD,36,I,I,North East Coast Region,E2EM,Coastal Watersheds,NWCA11-1777,NWCA_PROBABILITY,YES,24,MD,Maryland,Target_Sampled,MD,Target,63,Middle Atlantic Coastal Plain,63b,Chesapeake-Pamlico Lowlands and Tidal Marshes,CSTL_PLAIN,E2EM,1,70.00131,9.70271,7.21461,1737311.414,POINT_SAMPLEABLE,268436.49,SITEINFO
8/13/2015,5494,38.17116646,-75.18664037,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,38.17116646,-75.18664037,E2EM,E2EM,TIDAL,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153D),Worcester,22-Sep-11,NWCA11-1778,E2EM,ALL-EH,3,NOAA,24047,204030304,Upper Chincoteague Bay,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Mid Atlantic,E2EM,264,Northern Tidewater Area,YES,Maryland Coastal Bays,CPL,EH,YES,Mid-Atlantic Coastal Waters Area,National Oceanic and Atmospheric Administration (NOAA),Federal,Base,MD,36,L,MIN,North East Coast Region,E2EM,Coastal Watersheds,NWCA11-1778,NWCA_PROBABILITY,YES,24,MD,Maryland,Target_Sampled,MD,Target,63,Middle Atlantic Coastal Plain,63d,Virginian Barrier Islands and Coastal Marshes,CSTL_PLAIN,E2EM,1,5800.13635,9.70271,597.78523,1791766.998,POINT_SAMPLEABLE,272220.316,SITEINFO
8/13/2015,5495,37.97758,-75.66426,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,37.97752948,-75.66425872,E2EM,E2EM,TIDAL,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153D),Somerset,2-Jun-11,NWCA11-1788,E2EM,ALL-EH,3,Non Federal,24039,208011105,Marumsco Creek-Pocomoke Sound,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Mid Atlantic,E2EM,264,Northern Tidewater Area,NO,,CPL,EH,NO,,,,Base,MD,36,I,I,North East Coast Region,E2EM,Coastal Watersheds,NWCA11-1788,NWCA_PROBABILITY,YES,24,MD,Maryland,Target_Sampled,MD,Target,63,Middle Atlantic Coastal Plain,63b,Chesapeake-Pamlico Lowlands and Tidal Marshes,CSTL_PLAIN,E2EM,1,5800.13635,9.70271,597.78523,1755896.045,POINT_SAMPLEABLE,242108.4,SITEINFO
8/13/2015,5496,38.43940441,-76.27668251,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,38.43940441,-76.27668251,E2SS,E2EM,TIDAL,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153D),Dorchester,14-Jul-11,NWCA11-1789,E2EM,ALL-EH,3,Non Federal,24019,206000504,Little Choptank River,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Mid Atlantic,E2SS,264,Northern Tidewater Area,NO,,CPL,EH,YES,Robinson Neck/frank M. Ewing Preserve,The Nature Conservancy (TNC),Non-Governmental Organization,Base,MD,36,I,I,North East Coast Region,E2EM,Coastal Watersheds,NWCA11-1789,NWCA_PROBABILITY,YES,24,MD,Maryland,Target_Sampled,MD,Target,63,Middle Atlantic Coastal Plain,63b,Chesapeake-Pamlico Lowlands and Tidal Marshes,CSTL_PLAIN,E2EM,1,70.00131,9.70271,7.21461,1693122.311,POINT_SAMPLEABLE,281619.065,SITEINFO
8/13/2015,5497,38.14848341,-75.94279674,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,38.14848341,-75.94279674,E2EM,E2EM,TIDAL,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153D),Somerset,24-Aug-11,NWCA11-1798,E2EM,ALL-EH,3,Non Federal,24039,208011005,Upper Tangier Sound,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Mid Atlantic,E2EM,264,Northern Tidewater Area,NO,,CPL,EH,NO,,,,OverSamp,MD,36,M,M,North East Coast Region,E2EM,Coastal Watersheds,NWCA11-1798,NWCA_PROBABILITY,YES,24,MD,Maryland,Target_Sampled,MD,Target,63,Middle Atlantic Coastal Plain,63b,Chesapeake-Pamlico Lowlands and Tidal Marshes,CSTL_PLAIN,E2EM,1,5800.13635,9.70271,597.78523,1728192.207,POINT_SAMPLEABLE,255732.614,SITEINFO
8/13/2015,5498,38.24386084,-75.81298705,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,38.24386084,-75.81298705,E2SS,E2EM,TIDAL,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153D),Somerset,8-Jun-11,NWCA11-1801,E2EM,ALL-EH,3,Non Federal,24039,208011003,Wicomico River,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Mid Atlantic,E2SS,264,Northern Tidewater Area,NO,,CPL,EH,NO,,,,OverSamp,MD,36,M,M,North East Coast Region,E2EM,Coastal Watersheds,NWCA11-1801,NWCA_PROBABILITY,YES,24,MD,Maryland,Target_Sampled,MD,Target,63,Middle Atlantic Coastal Plain,63b,Chesapeake-Pamlico Lowlands and Tidal Marshes,CSTL_PLAIN,E2EM,1,70.00131,9.70271,7.21461,1736955.015,POINT_SAMPLEABLE,268550.867,SITEINFO
8/13/2015,5499,38.24071,-75.80371,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,38.24048616,-75.80352281,E2SS,E2EM,TIDAL,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153D),Somerset,18-Jun-11,NWCA11-1810,E2EM,ALL-EH,3,Non Federal,24039,208011003,Wicomico River,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Mid Atlantic,E2SS,264,Northern Tidewater Area,NO,,CPL,EH,NO,,,,OverSamp,MD,36,M,M,North East Coast Region,E2EM,Coastal Watersheds,NWCA11-1810,NWCA_PROBABILITY,YES,24,MD,Maryland,Target_Sampled,MD,Target,63,Middle Atlantic Coastal Plain,63b,Chesapeake-Pamlico Lowlands and Tidal Marshes,CSTL_PLAIN,E2EM,1,70.00131,9.70271,7.21461,1737836.837,POINT_SAMPLEABLE,268354.145,SITEINFO
8/13/2015,5500,38.2506266,-75.2049727,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,38.2506266,-75.2049727,E2EM,E2EM,TIDAL,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153D),Worcester,23-Sep-11,NWCA11-1816,E2EM,ALL-EH,3,Non Federal,24047,204030304,Upper Chincoteague Bay,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Mid Atlantic,E2EM,264,Northern Tidewater Area,YES,Maryland Coastal Bays,CPL,EH,NO,,,,OverSamp,MD,36,I,I,North East Coast Region,E2EM,Coastal Watersheds,NWCA11-1816,NWCA_PROBABILITY,YES,24,MD,Maryland,Target_Sampled,MD,Target,63,Middle Atlantic Coastal Plain,63d,Virginian Barrier Islands and Coastal Marshes,CSTL_PLAIN,E2EM,1,5800.13635,9.70271,597.78523,1788280.744,POINT_SAMPLEABLE,280568.774,SITEINFO
8/13/2015,5501,38.44381,-76.29557,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,38.44380367,-76.29582741,E2SS,E2EM,TIDAL,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153D),Dorchester,4-Jun-11,NWCA11-1817,E2EM,ALL-EH,3,Non Federal,24019,206000506,Honga River-Chesapeake Bay,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Mid Atlantic,E2SS,264,Northern Tidewater Area,NO,,CPL,EH,NO,,,,OverSamp,MD,36,M,M,North East Coast Region,E2EM,Coastal Watersheds,NWCA11-1817,NWCA_PROBABILITY,YES,24,MD,Maryland,Target_Sampled,MD,Target,63,Middle Atlantic Coastal Plain,63b,Chesapeake-Pamlico Lowlands and Tidal Marshes,CSTL_PLAIN,E2EM,1,70.00131,9.70271,7.21461,1691400.964,POINT_SAMPLEABLE,281760.678,SITEINFO
8/13/2015,5502,38.27447021,-76.18154457,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,38.27447021,-76.18154457,E2EM,E2EM,TIDAL,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153D),Dorchester,14-Sep-11,NWCA11-1819,E2EM,ALL-EH,3,Non Federal,24019,206000506,Honga River-Chesapeake Bay,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Mid Atlantic,E2EM,264,Northern Tidewater Area,NO,,CPL,EH,NO,,,,OverSamp,MD,36,I,I,North East Coast Region,E2EM,Coastal Watersheds,NWCA11-1819,NWCA_PROBABILITY,YES,24,MD,Maryland,Target_Sampled,MD,Target,63,Middle Atlantic Coastal Plain,63b,Chesapeake-Pamlico Lowlands and Tidal Marshes,CSTL_PLAIN,E2EM,1,5800.13635,9.70271,597.78523,1704998.271,POINT_SAMPLEABLE,265231.737,SITEINFO
8/13/2015,5503,45.96976598,-68.23679906,EHIGH,Eastern Highlands,NAP,Northern Appalachians,45.96976598,-68.23679906,PFO,PFO,FLATS,Northcentral and Northeast,LRR R (MLRA 143),Aroostook,30-Jun-11,NWCA11-1822,EMU-PW,EMU-PRLW,1,Non Federal,23003,102000301,West Branch Mattawamkeag River,Northeastern Forage and Forest Region,R,New England,PFO,247,Northeastern Mountains,NO,,EMU,PRLW,NO,,,,Revisit,ME,18,I,I,,PW,,NWCA11-1822,NWCA_PROBABILITY,YES,23,ME,Maine,Target_Sampled,ME,Target,82,Acadian Plains and Hills,82c,Eastern Maine-Southern New Brunswick Plains,NE,PFO,1,238421.8949,63.29684,3766.72682,2124155.909,POINT_SAMPLEABLE,1259221.577,SITEINFO
8/13/2015,5504,46.94445,-68.08077,EHIGH,Eastern Highlands,NAP,Northern Appalachians,46.9444575,-68.08143818,PFO,PFO,FLATS,Northcentral and Northeast,LRR R (Excluding MLRA 143),Aroostook,29-Jun-11,NWCA11-1829,EMU-PW,EMU-PRLW,1,Non Federal,23003,101000411,Little Madawaska River-Aroostook River,Northeastern Forage and Forest Region,R,New England,PFO,251,Aroostook Area,NO,,EMU,PRLW,NO,,,,Base,ME,18,I,I,,PW,,NWCA11-1829,NWCA_PROBABILITY,YES,23,ME,Maine,Target_Sampled,ME,Target,82,Acadian Plains and Hills,82a,Aroostook Lowlands,NE,PFO,1,238421.8949,63.29684,3766.72682,2104414.651,RELOCATED_POINT_SAMPLEABLE,1366114.375,SITEINFO
8/13/2015,5505,44.03065,-69.58434,EHIGH,Eastern Highlands,NAP,Northern Appalachians,44.03080145,-69.58496731,E2EM,E2EM,RIVERINE,Northcentral and Northeast,LRR R (Excluding MLRA 143),Lincoln,21-Jun-11,NWCA11-1832,E2EM,ALL-EH,1,NOAA,23015,105000304,Sheepscot River,Northeastern Forage and Forest Region,R,New England,E2EM,249,"New England and Eastern New York Upland, Northern Part",NO,,EMU,EH,YES,GOM Rolling Closure Area I,National Oceanic and Atmospheric Administration (NOAA),Federal,Base,ME,18,I,I,North East Coast Region,E2EM,Coastal Watersheds,NWCA11-1832,NWCA_PROBABILITY,YES,23,ME,Maine,Target_Sampled,ME,Target,82,Acadian Plains and Hills,82f,Midcoast,NE,E2EM,1,3928.02999,63.29684,62.05729,2082948.536,RELOCATED_POINT_SAMPLEABLE,1022330.269,SITEINFO
8/13/2015,5506,45.66472,-67.86863,EHIGH,Eastern Highlands,NAP,Northern Appalachians,45.66447735,-67.86926854,PSS,PEM,DPRSS,Northcentral and Northeast,LRR R (MLRA 143),Washington,1-Jul-11,NWCA11-1833,EMU-PH,EMU-PRLH,1,Non Federal,23029,102000304,Baskahegan Stream,Northeastern Forage and Forest Region,R,New England,PSS,247,Northeastern Mountains,NO,,EMU,PRLH,NO,,,,Base,ME,18,L,L,,PH,,NWCA11-1833,NWCA_PROBABILITY,YES,23,ME,Maine,Target_Sampled,ME,Target,82,Acadian Plains and Hills,82c,Eastern Maine-Southern New Brunswick Plains,NE,PEM,1,87242.93546,63.29684,1378.31429,2161344.432,RELOCATED_POINT_SAMPLEABLE,1235061.889,SITEINFO
8/13/2015,5507,43.48725,-70.42633,EHIGH,Eastern Highlands,NAP,Northern Appalachians,43.48743399,-70.42695642,PFO,PFO,FLATS,Northcentral and Northeast,LRR R (Excluding MLRA 143),York,23-Jun-11,NWCA11-1835,EMU-PW,EMU-PRLW,1,Non Federal,23031,106000211,Outlet Saco River,Northeastern Forage and Forest Region,R,New England,PFO,249,"New England and Eastern New York Upland, Northern Part",NO,,EMU,PRLW,NO,,,,OverSamp,ME,18,L,MIN,North East Coast Region,PW,Coastal Watersheds,NWCA11-1835,NWCA_PROBABILITY,YES,23,ME,Maine,Target_Sampled,ME,Target,59,Northeastern Coastal Zone,59f,Gulf of Maine Coastal Lowland,NE,PFO,1,238421.8949,63.29684,3766.72682,2034308.499,RELOCATED_POINT_SAMPLEABLE,945722.151,SITEINFO
8/13/2015,5508,43.6455,-83.0638,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,43.64558715,-83.06389796,PFO,PFO,RIVERINE,Northcentral and Northeast,LRR L,Sanilac,9-Sep-11,NWCA11-1855,IPL-PW,IPL-PRLW,5,Non Federal,26151,408020501,South Branch Cass River,"Lake State Fruit, Truck Crop, and Dairy Region",L,Great Lakes,PFO,170,Erie-Huron Lake Plain,NO,,IPL,PRLW,NO,,,,Base,MI,11,I,I,,PW,,NWCA11-1855,NWCA_PROBABILITY,YES,26,MI,Michigan,Target_Sampled,MI,Target,57,Huron/Erie Lake Plains,57e,Saginaw Lake Plain,NE,PFO,1,785765.438,167.10124,4702.33149,1035969.458,POINT_SAMPLEABLE,758615.38,SITEINFO
8/13/2015,5509,42.96205704,-82.65149303,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,42.96205704,-82.65149303,PFO,PFO,DPRSS,Northcentral and Northeast,LRR L,St. Clair,8-Sep-11,NWCA11-1858,IPL-PW,IPL-PRLW,5,Non Federal,26147,409000103,Pine River-Frontal Saint Clair River,"Lake State Fruit, Truck Crop, and Dairy Region",L,Great Lakes,PFO,170,Erie-Huron Lake Plain,NO,,IPL,PRLW,NO,,,,Base,MI,11,L,L,Great Lakes Region,PW,Coastal Watersheds,NWCA11-1858,NWCA_PROBABILITY,YES,26,MI,Michigan,Target_Sampled,MI,Target,57,Huron/Erie Lake Plains,57a,Maumee Lake Plain,NE,PFO,1,785765.438,167.10124,4702.33149,1079467.012,POINT_SAMPLEABLE,687614.062,SITEINFO
8/13/2015,5510,46.04641945,-84.34377855,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,46.04641945,-84.34377855,PSS,PFO,,Northcentral and Northeast,LRR K,Mackinac,12-Jul-11,NWCA11-1859,EMU-PW,EMU-PRLW,5,Non Federal,26097,407000203,McKay Creek-Frontal Lake Huron,Northern Lake States Forest and Forage Region,K,Great Lakes,PSS,162,Michigan Eastern Upper Peninsula Sandy Drift,NO,,EMU,PRLW,NO,,,,Base,MI,23,I,I,Great Lakes Region,PW,Coastal Watersheds,NWCA11-1859,NWCA_PROBABILITY,YES,26,MI,Michigan,Target_Sampled,MI,Target,50,Northern Lakes and Forests,50aa,Menominee-Drummond Lakeshore,NE,PFO,1,252555.2149,164.89885,1531.57656,901320.404,POINT_SAMPLEABLE,1010570.682,SITEINFO
8/13/2015,5511,42.58785,-83.77888,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,42.58796595,-83.7792863,PF,PEM,DPRSS,Northcentral and Northeast,LRR L,Livingston,7-Sep-11,NWCA11-1862,EMU-PH,EMU-PRLH,5,Non Federal,26093,409000501,Woodruff Creek-Huron River,"Lake State Fruit, Truck Crop, and Dairy Region",L,Great Lakes,PF,169,Southern Michigan and Northern Indiana Drift Plain,NO,,EMU,PRLH,NO,,,,Base,MI,23,I,I,Great Lakes Region,PH,Coastal Watersheds,NWCA11-1862,NWCA_PROBABILITY,YES,26,MI,Michigan,Target_Sampled,MI,Target,56,Southern Michigan/Northern Indiana Drift Plains,56h,Interlobate Dead Ice Moraines,NE,PEM,1,4206.1336,164.89885,25.50736,994152.272,RELOCATED_POINT_SAMPLEABLE,633882.696,SITEINFO
8/13/2015,5512,46.07235,-87.66315,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,46.07282407,-87.66325735,PFO,PFO,DPRSS,Northcentral and Northeast,LRR K,Dickinson,14-Sep-11,NWCA11-1863,EMU-PW,EMU-PRLW,5,Non Federal,26043,403010901,West Branch Ford River-Ford River,Northern Lake States Forest and Forage Region,K,Great Lakes,PFO,162,Michigan Eastern Upper Peninsula Sandy Drift,NO,,EMU,PRLW,YES,Crystal Falls State Forest Area,State Department of Natural Resources,State,Base,MI,23,I,I,Great Lakes Region,PW,Coastal Watersheds,NWCA11-1863,NWCA_PROBABILITY,YES,26,MI,Michigan,Target_Sampled,MI,Target,50,Northern Lakes and Forests,50l,Menominee Drumlins and Ground Moraine,NE,PFO,1,775409.059,164.89885,4702.33149,645174.707,POINT_SAMPLEABLE,986473.141,SITEINFO
8/13/2015,5513,46.26335328,-85.93147845,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,46.26335328,-85.93147845,PEM,PEM,RIVERINE,Northcentral and Northeast,LRR K,Schoolcraft,13-Sep-11,NWCA11-1866,EMU-PH,EMU-PRLH,5,FWS,26153,406010603,Driggs River-Manistique River,Northern Lake States Forest and Forage Region,K,Great Lakes,PEM,162,Michigan Eastern Upper Peninsula Sandy Drift,NO,,EMU,PRLH,YES,Seney National Wildlife Refuge,Fish and Wildlife Service (FWS),Federal,OverSamp,MI,23,L,L,Great Lakes Region,PH,Coastal Watersheds,NWCA11-1866,NWCA_PROBABILITY,YES,26,MI,Michigan,Target_Sampled,MI,Target,50,Northern Lakes and Forests,50y,Seney-Tahquamenon Sand Plain,NE,PEM,1,290315.0026,164.89885,1760.56413,776502.12,POINT_SAMPLEABLE,1020466.266,SITEINFO
8/13/2015,5514,44.10458187,-84.90982227,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,44.10458187,-84.90982227,PEM,PEM,RIVERINE,Northcentral and Northeast,LRR K,Clare,6-Sep-11,NWCA11-1867,EMU-PH,EMU-PRLH,5,Non Federal,26035,406010204,Town Line Creek-Muskegon River,Northern Lake States Forest and Forage Region,K,Great Lakes,PEM,161,Northern Michigan and Wisconsin Sandy Drift,NO,,EMU,PRLH,YES,Old Fur Farm Flooding State Wildlife Management Area,State Department of Natural Resources,State,OverSamp,MI,23,L,MIN,Great Lakes Region,PH,Coastal Watersheds,NWCA11-1867,NWCA_PROBABILITY,YES,26,MI,Michigan,Target_Sampled,MI,Target,50,Northern Lakes and Forests,50ae,Mio Plateau,NE,PEM,1,290315.0026,164.89885,1760.56413,882908.109,POINT_SAMPLEABLE,790770.093,SITEINFO
8/13/2015,5516,30.27883595,-89.39841246,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,30.27883595,-89.39841246,E2SS,E2EM,DPRSS,Atlantic and Gulf Coastal Plain,LRR T (MLRA 151),Hancock,1-May-11,NWCA11-1966,E2EM,ALL-EH,4,Non Federal,28045,317000914,Pass Marianne-Mississippi Sound,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,South Atlantic Gulf,E2SS,258,Gulf Coast Marsh,NO,,CPL,EH,NO,,,,Base,MS,36,I,I,Gulf Coast Region,E2EM,Coastal Watersheds,NWCA11-1966,NWCA_PROBABILITY,YES,28,MS,Mississippi,Target_Sampled,MS,Target,75,Southern Coastal Plain,75k,Gulf Barrier Islands and Coastal Marshes,CSTL_PLAIN,E2EM,1,88.1628,14.37801,6.13178,633619.214,POINT_SAMPLEABLE,-784442.723,SITEINFO
8/13/2015,5517,30.29468933,-88.58721892,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,30.29468933,-88.58721892,E2SS,E2SS,TIDAL,Atlantic and Gulf Coastal Plain,"LRR T (MLRA 152A, 152B, 153A)",Jackson,18-May-11,NWCA11-1969,E2SS,ALL-EW,4,Non Federal,28059,317000907,Biloxi Bay-Mississippi Sound,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,South Atlantic Gulf,E2SS,259,Eastern Gulf Coast Flatwoods,NO,,CPL,EW,YES,Round Island Coastal Preserve,State Coastal Reserve,State,Base,MS,36,L,MIN,Gulf Coast Region,E2SS,Coastal Watersheds,NWCA11-1969,NWCA_PROBABILITY,YES,28,MS,Mississippi,Target_Sampled,MS,Target,75,Southern Coastal Plain,75k,Gulf Barrier Islands and Coastal Marshes,CSTL_PLAIN,E2SS,1,88.1628,14.37801,6.13178,711190.95,POINT_SAMPLEABLE,-776947.487,SITEINFO
